Category,Release Date,Series,Set,Card_Number,Card Number Order,Card ID,Card Name,Language,Rarity,Image,Card_Url,Edition,Surface,Variant
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,076/203,76,PKM2021SWSHEVSK000000076203ENGUNLM##RH,Pumpkaboo,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728868.jpg,https://www.tcgcollector.com/cards/35211/pumpkaboo-evolving-skies-076-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,023/203,23,PKM2021SWSHEVSK000000023203ENGUNLM##RH,Pyroar,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728830.jpg,https://www.tcgcollector.com/cards/35158/pyroar-evolving-skies-023-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,050/203,50,PKM2021SWSHEVSK000000050203ENGUNLM##RH,Raichu,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728850.jpg,https://www.tcgcollector.com/cards/35185/raichu-evolving-skies-050-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,152/203,152,PKM2021SWSHEVSK000000152203ENGUNLM##RH,Raihan,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728932.jpg,https://www.tcgcollector.com/cards/35287/raihan-evolving-skies-152-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,153/203,153,PKM2021SWSHEVSK000000153203ENGUNLM##RH,Rapid Strike Scroll of the Flying Dragon,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728933.jpg,https://www.tcgcollector.com/cards/35288/rapid-strike-scroll-of-the-flying-dragon-evolving-skies-153-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,124/203,124,PKM2021SWSHEVSK000000124203ENGUNLM##RH,Regidrago,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728904.jpg,https://www.tcgcollector.com/cards/35259/regidrago-evolving-skies-124-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,060/203,60,PKM2021SWSHEVSK000000060203ENGUNLM##RH,Regieleki,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728857.jpg,https://www.tcgcollector.com/cards/35195/regieleki-evolving-skies-060-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,154/203,154,PKM2021SWSHEVSK000000154203ENGUNLM##RH,Rescue Carrier,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728934.jpg,https://www.tcgcollector.com/cards/35289/rescue-carrier-evolving-skies-154-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,155/203,155,PKM2021SWSHEVSK000000155203ENGUNLM##RH,Ribbon Badge,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728935.jpg,https://www.tcgcollector.com/cards/35290/ribbon-badge-evolving-skies-155-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,079/203,79,PKM2021SWSHEVSK000000079203ENGUNLM##RH,Ribombee,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728871.jpg,https://www.tcgcollector.com/cards/35214/ribombee-evolving-skies-079-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,086/203,86,PKM2021SWSHEVSK000000086203ENGUNLM##RH,Roggenrola,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728877.jpg,https://www.tcgcollector.com/cards/35221/roggenrola-evolving-skies-086-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,156/203,156,PKM2021SWSHEVSK000000156203ENGUNLM##RH,Rubber Gloves,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728936.jpg,https://www.tcgcollector.com/cards/35291/rubber-gloves-evolving-skies-156-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,136/203,136,PKM2021SWSHEVSK000000136203ENGUNLM##RH,Rufflet,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728916.jpg,https://www.tcgcollector.com/cards/35271/rufflet-evolving-skies-136-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,067/203,67,PKM2021SWSHEVSK000000067203ENGUNLM##RH,Sableye,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728862.jpg,https://www.tcgcollector.com/cards/35202/sableye-evolving-skies-067-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,109/203,109,PKM2021SWSHEVSK000000109203ENGUNLM##RH,Salamence,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728894.jpg,https://www.tcgcollector.com/cards/35244/salamence-evolving-skies-109-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,099/203,99,PKM2021SWSHEVSK000000099203ENGUNLM##RH,Scrafty,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728886.jpg,https://www.tcgcollector.com/cards/35234/scrafty-evolving-skies-099-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,098/203,98,PKM2021SWSHEVSK000000098203ENGUNLM##RH,Scraggy,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728885.jpg,https://www.tcgcollector.com/cards/35233/scraggy-evolving-skies-098-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,005/203,5,PKM2021SWSHEVSK000000005203ENGUNLM##RH,Seedot,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728818.jpg,https://www.tcgcollector.com/cards/35140/seedot-evolving-skies-005-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,090/203,90,PKM2021SWSHEVSK000000090203ENGUNLM##RH,Seismitoad,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728881.jpg,https://www.tcgcollector.com/cards/35225/seismitoad-evolving-skies-090-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,036/203,36,PKM2021SWSHEVSK000000036203ENGUNLM##RH,Sharpedo,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728839.jpg,https://www.tcgcollector.com/cards/35171/sharpedo-evolving-skies-036-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,108/203,108,PKM2021SWSHEVSK000000108203ENGUNLM##RH,Shelgon,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728893.jpg,https://www.tcgcollector.com/cards/35243/shelgon-evolving-skies-108-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,097/203,97,PKM2021SWSHEVSK000000097203ENGUNLM##RH,Shiftry,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728884.jpg,https://www.tcgcollector.com/cards/35232/shiftry-evolving-skies-097-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,157/203,157,PKM2021SWSHEVSK000000157203ENGUNLM##RH,Shopping Center,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728937.jpg,https://www.tcgcollector.com/cards/35292/shopping-center-evolving-skies-157-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,158/203,158,PKM2021SWSHEVSK000000158203ENGUNLM##RH,Single Strike Scroll of the Fanged Dragon,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728938.jpg,https://www.tcgcollector.com/cards/35293/single-strike-scroll-of-the-fanged-dragon-evolving-skies-158-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,003/203,3,PKM2021SWSHEVSK000000003203ENGUNLM##RH,Skiploom,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728816.jpg,https://www.tcgcollector.com/cards/35138/skiploom-evolving-skies-003-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,131/203,131,PKM2021SWSHEVSK000000131203ENGUNLM##RH,Slaking,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728911.jpg,https://www.tcgcollector.com/cards/35266/slaking-evolving-skies-131-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,129/203,129,PKM2021SWSHEVSK000000129203ENGUNLM##RH,Slakoth,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728909.jpg,https://www.tcgcollector.com/cards/35264/slakoth-evolving-skies-129-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,128/203,128,PKM2021SWSHEVSK000000128203ENGUNLM##RH,Smeargle,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728908.jpg,https://www.tcgcollector.com/cards/35263/smeargle-evolving-skies-128-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,159/203,159,PKM2021SWSHEVSK000000159203ENGUNLM##RH,Snow Leaf Badge,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728939.jpg,https://www.tcgcollector.com/cards/35294/snow-leaf-badge-evolving-skies-159-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,160/203,160,PKM2021SWSHEVSK000000160203ENGUNLM##RH,Spirit Mask,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728940.jpg,https://www.tcgcollector.com/cards/35295/spirit-mask-evolving-skies-160-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,161/203,161,PKM2021SWSHEVSK000000161203ENGUNLM##RH,Stormy Mountains,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728941.jpg,https://www.tcgcollector.com/cards/35296/stormy-mountains-evolving-skies-161-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,135/203,135,PKM2021SWSHEVSK000000135203ENGUNLM##RH,Stoutland,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728915.jpg,https://www.tcgcollector.com/cards/35270/stoutland-evolving-skies-135-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,132/203,132,PKM2021SWSHEVSK000000132203ENGUNLM##RH,Swablu,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728912.jpg,https://www.tcgcollector.com/cards/35267/swablu-evolving-skies-132-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,162/203,162,PKM2021SWSHEVSK000000162203ENGUNLM##RH,Switching Cups,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728942.jpg,https://www.tcgcollector.com/cards/35297/switching-cups-evolving-skies-162-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,069/203,69,PKM2021SWSHEVSK000000069203ENGUNLM##RH,Swoobat,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728864.jpg,https://www.tcgcollector.com/cards/35204/swoobat-evolving-skies-069-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,140/203,140,PKM2021SWSHEVSK000000140203ENGUNLM##RH,Talonflame,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728920.jpg,https://www.tcgcollector.com/cards/35275/talonflame-evolving-skies-140-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,126/203,126,PKM2021SWSHEVSK000000126203ENGUNLM##RH,Teddiursa,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728906.jpg,https://www.tcgcollector.com/cards/35261/teddiursa-evolving-skies-126-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,026/203,26,PKM2021SWSHEVSK000000026203ENGUNLM##RH,Tentacool,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728833.jpg,https://www.tcgcollector.com/cards/35161/tentacool-evolving-skies-026-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,027/203,27,PKM2021SWSHEVSK000000027203ENGUNLM##RH,Tentacruel,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728834.jpg,https://www.tcgcollector.com/cards/35162/tentacruel-evolving-skies-027-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,105/203,105,PKM2021SWSHEVSK000000105203ENGUNLM##RH,Thievul,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728890.jpg,https://www.tcgcollector.com/cards/35240/thievul-evolving-skies-105-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,163/203,163,PKM2021SWSHEVSK000000163203ENGUNLM##RH,Toy Catcher,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728943.jpg,https://www.tcgcollector.com/cards/35298/toy-catcher-evolving-skies-163-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,165/203,165,PKM2021SWSHEVSK000000165203ENGUNLM##RH,Treasure Energy,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728945.jpg,https://www.tcgcollector.com/cards/35300/treasure-energy-evolving-skies-165-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,006/203,6,PKM2021SWSHEVSK000000006203ENGUNLM##RH,Tropius,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728819.jpg,https://www.tcgcollector.com/cards/35141/tropius-evolving-skies-006-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,042/203,42,PKM2021SWSHEVSK000000042203ENGUNLM##RH,Tympole,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728843.jpg,https://www.tcgcollector.com/cards/35177/tympole-evolving-skies-042-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,127/203,127,PKM2021SWSHEVSK000000127203ENGUNLM##RH,Ursaring,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728907.jpg,https://www.tcgcollector.com/cards/35262/ursaring-evolving-skies-127-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,020/203,20,PKM2021SWSHEVSK000000020203ENGUNLM##RH,Victini,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728828.jpg,https://www.tcgcollector.com/cards/35155/victini-evolving-skies-020-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,130/203,130,PKM2021SWSHEVSK000000130203ENGUNLM##RH,Vigoroth,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728910.jpg,https://www.tcgcollector.com/cards/35265/vigoroth-evolving-skies-130-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,046/203,46,PKM2021SWSHEVSK000000046203ENGUNLM##RH,Wishiwashi,English,Rare,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728847.jpg,https://www.tcgcollector.com/cards/35181/wishiwashi-evolving-skies-046-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,066/203,66,PKM2021SWSHEVSK000000066203ENGUNLM##RH,Wobbuffet,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728861.jpg,https://www.tcgcollector.com/cards/35201/wobbuffet-evolving-skies-066-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,068/203,68,PKM2021SWSHEVSK000000068203ENGUNLM##RH,Woobat,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728863.jpg,https://www.tcgcollector.com/cards/35203/woobat-evolving-skies-068-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,164/203,164,PKM2021SWSHEVSK000000164203ENGUNLM##RH,Zinnia's Resolve,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728944.jpg,https://www.tcgcollector.com/cards/35299/zinnias-resolve-evolving-skies-164-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,103/203,103,PKM2021SWSHEVSK000000103203ENGUNLM##RH,Zoroark,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728888.jpg,https://www.tcgcollector.com/cards/35238/zoroark-evolving-skies-103-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,102/203,102,PKM2021SWSHEVSK000000102203ENGUNLM##RH,Zorua,English,Common,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728887.jpg,https://www.tcgcollector.com/cards/35237/zorua-evolving-skies-102-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,114/203,114,PKM2021SWSHEVSK000000114203ENGUNLM##RH,Zweilous,English,Uncommon,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728897.jpg,https://www.tcgcollector.com/cards/35249/zweilous-evolving-skies-114-203,Unlimited,Reverse Holo,
Pokemon,08/27/2021,Sword & Shield,Evolving Skies,118/203,118,PKM2021SWSHEVSK000000118203ENGUNLM##RH,Zygarde,English,Rare Holo,https://52f4e29a8321344e30ae-0f55c9129972ac85d6b1f4e703468e6b.ssl.cf2.rackcdn.com/products/pictures/1728900.jpg,https://www.tcgcollector.com/cards/35253/zygarde-evolving-skies-118-203,Unlimited,Reverse Holo,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,010/198,10,PKM2021SWSHCHRE000000010198ENGUNLM####,Abomasnow,English,Rare,https://content.tcgcollector.com/content/images/85/fd/af/85fdaf7d5b61161121a58118699d348c064b41f9ca1bcf81d7582cb8a836f541.jpg,https://www.tcgcollector.com/cards/34589/abomasnow-chilling-reign-010-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,129/198,129,PKM2021SWSHCHRE000000129198ENGUNLM####,Agatha,English,Uncommon,https://content.tcgcollector.com/content/images/ff/e4/8c/ffe48ca5ea6aed4a7feeb0f13c52dabe113a96c9f592ef6b423591a53ceb3768.jpg,https://www.tcgcollector.com/cards/34708/agatha-chilling-reign-129-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,186/198,186,PKM2021SWSHCHRE000000186198ENGUNLM####,Agatha,English,Rare Ultra,https://content.tcgcollector.com/content/images/cc/44/22/cc44229690b6c0f07f330a7835cfa1b7a0b6fe8325a12073f245fa912e27cb56.jpg,https://www.tcgcollector.com/cards/34765/agatha-chilling-reign-186-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,210/198,210,PKM2021SWSHCHRE000000210198ENGUNLM####,Agatha,English,Rare Rainbow,https://content.tcgcollector.com/content/images/f8/a1/0c/f8a10ce757395471f064bfac3ae785dcb25381b98cd946ef2286b45ce61c78d6.jpg,https://www.tcgcollector.com/cards/34789/agatha-chilling-reign-210-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,111/198,111,PKM2021SWSHCHRE000000111198ENGUNLM####,Aggron,English,Rare,https://content.tcgcollector.com/content/images/d5/fe/52/d5fe5297e317938580b3cee9678a00af9199f0d03df3d5498ed7a73abd453428.jpg,https://www.tcgcollector.com/cards/34690/aggron-chilling-reign-111-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,049/198,49,PKM2021SWSHCHRE000000049198ENGUNLM####,Ampharos,English,Rare,https://content.tcgcollector.com/content/images/42/48/69/424869dc51ee632d2239a7b862d87cd88d5179dceeca53ea3d6f85de05604406.jpg,https://www.tcgcollector.com/cards/34628/ampharos-chilling-reign-049-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,109/198,109,PKM2021SWSHCHRE000000109198ENGUNLM####,Aron,English,Common,https://content.tcgcollector.com/content/images/d1/e1/6d/d1e16de75edad366bed84825ccb914a54deec464c4cbc6ccaa60d7032e6b03d6.jpg,https://www.tcgcollector.com/cards/34688/aron-chilling-reign-109-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,130/198,130,PKM2021SWSHCHRE000000130198ENGUNLM####,Avery,English,Uncommon,https://content.tcgcollector.com/content/images/06/12/94/0612943e545681d386a4b049c9e6ef41e9f36e39f16bd8932a5a5131fda84ab1.jpg,https://www.tcgcollector.com/cards/34709/avery-chilling-reign-130-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,187/198,187,PKM2021SWSHCHRE000000187198ENGUNLM####,Avery,English,Rare Ultra,https://content.tcgcollector.com/content/images/15/aa/1f/15aa1f34536e12ac1db095ffd324db1e9762fdf147d04032da3fa2dbf4e897fc.jpg,https://www.tcgcollector.com/cards/34766/avery-chilling-reign-187-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,211/198,211,PKM2021SWSHCHRE000000211198ENGUNLM####,Avery,English,Rare Rainbow,https://content.tcgcollector.com/content/images/1b/1a/8c/1b1a8c6cef736be102ed306dd43d6754c525b82d1686146e6b0e16a7e0aac6ae.jpg,https://www.tcgcollector.com/cards/34790/avery-chilling-reign-211-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,063/198,63,PKM2021SWSHCHRE000000063198ENGUNLM####,Banette,English,Rare,https://content.tcgcollector.com/content/images/91/1a/af/911aaf8ea43b8505021a95f077a6f679331d2ef31d7a3faef35e436375c8e54c.jpg,https://www.tcgcollector.com/cards/34642/banette-chilling-reign-063-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,003/198,3,PKM2021SWSHCHRE000000003198ENGUNLM####,Beedrill,English,Rare Holo,https://content.tcgcollector.com/content/images/23/75/a0/2375a0da8b2237a429d26281e08ab28c8a4d7c2c6bd1b05918c7b2b220c06769.jpg,https://www.tcgcollector.com/cards/34582/beedrill-chilling-reign-003-198,Unlimited,HOLO,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,020/198,20,PKM2021SWSHCHRE000000020198ENGUNLM####,Blaziken V,English,Rare Holo V,https://content.tcgcollector.com/content/images/e5/b6/9b/e5b69bafb1b1dc586d03e880ec6009a7d436791203defbfe79810ec3e0d75e5b.jpg,https://www.tcgcollector.com/cards/34599/blaziken-v-chilling-reign-020-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,161/198,161,PKM2021SWSHCHRE000000161198ENGUNLM####,Blaziken V,English,Rare Ultra,https://content.tcgcollector.com/content/images/ab/6e/e3/ab6ee3963c6ac59e73de56dbcfb534abbbfd485df1f2976fc3694772a7e3bc80.jpg,https://www.tcgcollector.com/cards/34740/blaziken-v-chilling-reign-161-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,021/198,21,PKM2021SWSHCHRE000000021198ENGUNLM####,Blaziken VMAX,English,Rare Holo VMAX,https://content.tcgcollector.com/content/images/8d/57/b3/8d57b3e177163bc087faf29316ab26a0db511a50a9c4f380509295bde45c64ad.jpg,https://www.tcgcollector.com/cards/34600/blaziken-vmax-chilling-reign-021-198,Unlimited,,
Pokemon,06/08/2021,Sword & Shield,Chilling Reign,200/198,200,PKM2021SWSHCHRE000000200198ENGUNLM####,Blaziken VMAX,English,Rare Rainbow,https://content.tcgcollector.com/content/images/87/d0/1e/87d01ecd35aab2f1dd86152c617ee71d29035d32c0c46ea4d290ce26be2c3266.jpg,https://www.tcgcollector.com/cards/34779/blaziken-vmax-chilling-reign-200-198,Unlimited,,
